89.93585,179.4193,0,0
89.93585,179.4193,0,0
89.93585,179.4193,0,0
-89.93585,179.4193,0,0
-89.93585,179.4193,0,0
-89.93585,179.4193,0,0
-89.93585,179.4193,0,0
-89.93585,179.4193,0,0
-89.93585,179.4193,0,0
-89.93585,179.4193,0,0
-89.93585,179.4193,0,0
-89.93585,-179.4193,0,0
-89.93585,-179.4193,0,0
-89.93585,-179.4193,0,0
-89.93585,-179.4193,0,0
-89.93585,-179.4193,0,0
-89.93585,-179.4193,0,0
-89.93585,-179.4193,0,0
89.93585,-179.4193,0,0
89.93585,-179.4193,0,0
89.93585,-179.4193,0,0
89.93585,-179.4193,0,0
89.93585,-179.4193,0,0
89.93585,-179.4193,0,0
89.93585,-179.4193,0,0
